Telefonica,Telefónica,,http://dbpedia.org/resource/Telef%C3%B3nica,,auto,,,True,
Parlance project,Elwood (American musician),,http://dbpedia.org/resource/Elwood_(American_musician),,auto,,,True,
LinkedUp project,Radia,,http://dbpedia.org/resource/Radia,,auto,,,True,
The Open PHACTS Foundation,Teaching reading: whole language and phonics,,http://dbpedia.org/resource/Teaching_reading:_whole_language_and_phonics,,auto,,,,
Semantic Valley,Chris Welty,,http://dbpedia.org/resource/Chris_Welty,,auto,,,,
OpenLink software,OpenLink Software,,http://dbpedia.org/resource/OpenLink_Software,,auto,,,True,
Poolparty,Semantic Web Company,,http://dbpedia.org/resource/Semantic_Web_Company,,auto,,,True,
News Reader project,Worldreader,,http://dbpedia.org/resource/Worldreader,,auto,,,True,
Synerscope,Traffic analysis,,http://dbpedia.org/resource/Traffic_analysis,,auto,,,,
Okkam,Occam's razor,,http://dbpedia.org/resource/Occam's_razor,,auto,,,,
SICRaS,Escitalopram,,http://dbpedia.org/resource/Escitalopram,,auto,,,,
Bpeng,Mining industry of Nigeria,,http://dbpedia.org/resource/Mining_industry_of_Nigeria,,auto,,,,
Centro Ricerche GPI,Centro Ricerche GPI,,,,auto-fail-outside-wikipedia,,,,
Expert System,Expert system,,http://dbpedia.org/resource/Expert_system,,auto,,,,
Informatica Trentina s.p.a.,Informatica Trentina s.p.a.,,,,auto-fail-outside-wikipedia,,,,
Institute of Cognitive Sciences and Technologies - CNR,Anthropology,,http://dbpedia.org/resource/Anthropology,,auto,,,,
iMinds,Vocativ,,http://dbpedia.org/resource/Vocativ,,auto,,,True,
Videolectures,VideoLectures.net,,http://dbpedia.org/resource/VideoLectures.net,,auto,,,,
Artificial Intelligence Journal,Artificial Intelligence (journal),,http://dbpedia.org/resource/Artificial_Intelligence_(journal),,auto,,,,
Yahoo Labs,Yahoo! Labs,,http://dbpedia.org/resource/Yahoo!_Labs,,auto,,,,
Vienna University of Economics & Business,Vienna University of Economics and Business,,http://dbpedia.org/resource/Vienna_University_of_Economics_and_Business,,auto,,,True,
LinkingData I/O LLC,LinkingData I/O LLC,,,,auto-fail-outside-wikipedia,,,,
Telefónica,Telefónica,,http://dbpedia.org/resource/Telef%C3%B3nica,,auto,,,True,
Centrum voor Wiskunde en Informatica,Centrum Wiskunde & Informatica,,http://dbpedia.org/resource/Centrum_Wiskunde_&_Informatica,,auto,,,True,
Universidad Polit ́ecnica de Madrid,Orbit modeling,,http://dbpedia.org/resource/Orbit_modeling,,auto,,,,
Bonn Universität,University of Bonn,,http://dbpedia.org/resource/University_of_Bonn,,auto,,,True,
Chile University,University of Chile,,http://dbpedia.org/resource/University_of_Chile,,auto,,,True,
INRIA & Université de Grenoble 1,Grenoble,,http://dbpedia.org/resource/Grenoble,,auto,,,,
IRIT Toulouse,Modal logic,,http://dbpedia.org/resource/Modal_logic,,auto,,,,
"Aston Business School, Aston University, Birmingham",Aston University,,http://dbpedia.org/resource/Aston_University,,auto,,,True,
College of Information Science & Technology,Penn State College of Information Sciences and Technology,,http://dbpedia.org/resource/Penn_State_College_of_Information_Sciences_and_Technology,,auto,,,True,
"KMI, The Open University",John Naughton,,http://dbpedia.org/resource/John_Naughton,,auto,,,,
"RecordSure, London","RecordSure, London",,,,auto-fail-outside-wikipedia,,,,
"L3S Research Center, Leibniz University","L3S Research Center, Leibniz University",,,,auto-fail-outside-wikipedia,,,,
"Semantic Technology Institute (STI) Innsbruck, University of Innsbruck",Semantic Technology Institute International,,http://dbpedia.org/resource/Semantic_Technology_Institute_International,,auto,,,True,
Université Paris 13 & CNR-ISTC,Editio princeps,,http://dbpedia.org/resource/Editio_princeps,,auto,,,,
Heriot-Watt University,Heriot-Watt University,,http://dbpedia.org/resource/Heriot-Watt_University,,auto,,,True,
Ontology and Conceptual Modeling Research Group (NEMO)/Federal University of Espirito Santo (UFES),OntoUML,,http://dbpedia.org/resource/OntoUML,,auto,,,,
CSIRO Computational Informatics,Bronwyn Harch,,,,auto-fail,,,,
W3C MIT,World Wide Web Consortium,,http://dbpedia.org/resource/World_Wide_Web_Consortium,,auto,,,True,
Open Data Institute,Open Data Institute,,http://dbpedia.org/resource/Open_Data_Institute,,auto,,,True,
Bosch Research and Technology Center,Robert Bosch GmbH,,http://dbpedia.org/resource/Robert_Bosch_GmbH,,auto,,,True,
Universität der Bundeswehr München,Bundeswehr University Munich,,http://dbpedia.org/resource/Bundeswehr_University_Munich,,auto,,,True,
DCC,Delaware County Christian School,,http://dbpedia.org/resource/Delaware_County_Christian_School,,auto,,,,
Fujitsu Laboratories of Europe,Fujitsu,,http://dbpedia.org/resource/Fujitsu,,auto,,,True,
Aalto University and University of Helsinki,Aalto University,,http://dbpedia.org/resource/Aalto_University,,auto,,,True,
"Department of Computer Science, University of Cape Town",Kabul University,,http://dbpedia.org/resource/Kabul_University,,auto,,,True,
University of Portsmouth,University of Portsmouth,,http://dbpedia.org/resource/University_of_Portsmouth,,auto,,,True,
Technische Universität Dresden,Dresden University of Technology,,http://dbpedia.org/resource/Dresden_University_of_Technology,,auto,,,True,
UCSB Department of Geography,"University of California, Santa Barbara",,"http://dbpedia.org/resource/University_of_California,_Santa_Barbara",,auto,,,True,
Poznan University of Technology,Poznań University of Technology,,http://dbpedia.org/resource/Pozna%C5%84_University_of_Technology,,auto,,,True,
Florida International University,Florida International University,,http://dbpedia.org/resource/Florida_International_University,,auto,,,True,
University of Texas at Arlington,University of Texas at Arlington,,http://dbpedia.org/resource/University_of_Texas_at_Arlington,,auto,,,True,
"National University of Ireland, Galway, INSIGHT Centre for Data Analytics",Auckland,,http://dbpedia.org/resource/Auckland,,auto,,,,
"Computer Science, Sirindhorn Intl. Inst. of Tech., Thammasat University","Computer Science, Sirindhorn Intl. Inst. of Tech., Thammasat University",,,,auto-fail-outside-wikipedia,,,,
MODUL University,MODUL University Vienna,,http://dbpedia.org/resource/MODUL_University_Vienna,,auto,,,True,
National University of Singapore,National University of Singapore,,http://dbpedia.org/resource/National_University_of_Singapore,,auto,,,True,
"Instituto Superior Técnico, Lisbon University",Instituto Superior Técnico,,http://dbpedia.org/resource/Instituto_Superior_T%C3%A9cnico,,auto,,,True,
"Institute of Computer Science, FORTH",Donald Bren School of Information and Computer Sciences,,http://dbpedia.org/resource/Donald_Bren_School_of_Information_and_Computer_Sciences,,auto,,,,
IIT Delhi,Indian Institute of Technology Delhi,,http://dbpedia.org/resource/Indian_Institute_of_Technology_Delhi,,auto,,,True,
"LRI, Université Paris-Sud","LRI, Université Paris-Sud",,,,auto-fail-outside-wikipedia,,,,
"Hasso-Plattner-Institute for IT Systems Engineering, University of Potsdam",Hasso Plattner Institute,,http://dbpedia.org/resource/Hasso_Plattner_Institute,,auto,,,True,
The Open University - Knowledge Media Institute,Western Carolina University,,http://dbpedia.org/resource/Western_Carolina_University,,auto,,,True,
"Kiel University and Leibniz Information Center for Economics, Kiel",Kiel Institute for the World Economy,,http://dbpedia.org/resource/Kiel_Institute_for_the_World_Economy,,auto,,,True,
"Dept. of Informatics, PUC-Rio",List of architecture schools,,http://dbpedia.org/resource/List_of_architecture_schools,,auto,,,,
"Sépage & STIH, Université Paris-Sorbonne","Sépage & STIH, Université Paris-Sorbonne",,,,auto-fail-outside-wikipedia,,,,
Karlsruher Institut für Technologie (KIT),Karlsruhe Institute of Technology,,http://dbpedia.org/resource/Karlsruhe_Institute_of_Technology,,auto,,,True,
CSIRO & Australian National University,Australian National University,,http://dbpedia.org/resource/Australian_National_University,,auto,,,True,
STI Innsbruck,Seekda,,http://dbpedia.org/resource/Seekda,,auto,,,True,
San Jose State University,San Jose State University,,http://dbpedia.org/resource/San_Jose_State_University,,auto,,,True,
CWI & VU University Amsterdam,Martin L. Kersten,,,,auto-fail,,,,
East China University of Scicence and Technology,East China University of Scicence and Technology,,,,auto-fail-outside-wikipedia,,,,
City University of Hong Kong,City University of Hong Kong,,http://dbpedia.org/resource/City_University_of_Hong_Kong,,auto,,,True,
"DERI, National University of Ireland, Galway",Digital Enterprise Research Institute,,http://dbpedia.org/resource/Digital_Enterprise_Research_Institute,,auto,,,True,
TopQuadrant Inc,SAPPHIRE (Health care),,http://dbpedia.org/resource/SAPPHIRE_(Health_care),,auto,,,,
The University of Sheffield,University of Sheffield,,http://dbpedia.org/resource/University_of_Sheffield,,auto,,,True,
Harvard Medical School & Massachusetts General Hospital,Harvard Medical School,,http://dbpedia.org/resource/Harvard_Medical_School,,auto,,,True,
DERI NUIG,Celtrak,,http://dbpedia.org/resource/Celtrak,,auto,,,True,
AIFB,All India Forward Bloc,,http://dbpedia.org/resource/All_India_Forward_Bloc,,auto,,,True,
"University Munich, Germany",Bundeswehr University Munich,,http://dbpedia.org/resource/Bundeswehr_University_Munich,,auto,,,True,
"Nanjing University, China",Nanjing University of Chinese Medicine,,http://dbpedia.org/resource/Nanjing_University_of_Chinese_Medicine,,auto,,,True,
IBM TJ Watson Research Center,Thomas J. Watson Research Center,,http://dbpedia.org/resource/Thomas_J._Watson_Research_Center,,auto,,,True,
University of Bonn,University of Bonn,,http://dbpedia.org/resource/University_of_Bonn,,auto,,,True,
IBM Research Almaden,IBM Research,,http://dbpedia.org/resource/IBM_Research,,auto,,,True,
DOCOMO Euro labs,NTT DoCoMo,,http://dbpedia.org/resource/NTT_DoCoMo,,auto,,,True,
PNNL,Pacific Northwest National Laboratory,,http://dbpedia.org/resource/Pacific_Northwest_National_Laboratory,,auto,,,True,
"Hypios & STIH, Université Paris-Sorbonne, France","Hypios & STIH, Université Paris-Sorbonne, France",,,,auto-fail-outside-wikipedia,,,,
Yahoo! Inc,Yahoo!,,http://dbpedia.org/resource/Yahoo!,,auto,,,True,
"DERI, National University of Ireland Galway",Digital Enterprise Research Institute,,http://dbpedia.org/resource/Digital_Enterprise_Research_Institute,,auto,,,True,
Martin L. Kersten,Centrum Wiskunde & Informatica,,http://dbpedia.org/resource/Centrum_Wiskunde_&_Informatica,,auto,,,True,
"AKSW Group, University of Leipzig",OntoWiki,,http://dbpedia.org/resource/OntoWiki,,auto,,,,
Semantic Web Company,Semantic Web Company,,http://dbpedia.org/resource/Semantic_Web_Company,,auto,,,True,
Playence,Play,,http://dbpedia.org/resource/Play,,auto,,,,
Institute of Law & Technology,UAB Institute of Law and Technology,,http://dbpedia.org/resource/UAB_Institute_of_Law_and_Technology,,auto,,,True,
"BT,",BT Group,,http://dbpedia.org/resource/BT_Group,,auto,,,True,
Cocharne.org,Cocharne.org,,,,auto-fail-outside-wikipedia,,,,
KONA,Kona,,http://dbpedia.org/resource/Kona,,auto,,,,
RMIT University,RMIT University,,http://dbpedia.org/resource/RMIT_University,,auto,,,True,
NYT,National Youth Theatre,,http://dbpedia.org/resource/National_Youth_Theatre,,auto,,,True,
Software AG,Software AG,,http://dbpedia.org/resource/Software_AG,,auto,,,True,
Bitext,Parallel text,,http://dbpedia.org/resource/Parallel_text,,auto,,,,
APA,American Psychological Association,,http://dbpedia.org/resource/American_Psychological_Association,,auto,,,True,
"Institute of Computer Science, FORTH-ICS, GREECE",Upper ontology,,http://dbpedia.org/resource/Upper_ontology,,auto,,,,
"Okkam SRL (Trento, Italy) & University of Trento","Okkam SRL (Trento, Italy) & University of Trento",,,,auto-fail-outside-wikipedia,,,,
University of Bari - Department of Computer Science,George Maltese,,http://dbpedia.org/resource/George_Maltese,,auto,,,,
IBM Research - Smarter Cities Technology Center (SCTC) Ireland,IBM Research - Smarter Cities Technology Center (SCTC) Ireland,,,,auto-fail-outside-wikipedia,,,,
"University of Trento, FBK-irst",NuSMV,,http://dbpedia.org/resource/NuSMV,,auto,,,,
"BBC - Research and Education Space, United Kingdom",Politics of the United Kingdom,,http://dbpedia.org/resource/Politics_of_the_United_Kingdom,,auto,,,,
Fondazione Bruno Kessler-IRST,NuSMV,,http://dbpedia.org/resource/NuSMV,,auto,,,,
Fondazione Bruno Kessler - FBK-IRST,Bruno Kessler,,http://dbpedia.org/resource/Bruno_Kessler,,auto,,,,
CSIR,Council of Scientific and Industrial Research,,http://dbpedia.org/resource/Council_of_Scientific_and_Industrial_Research,,auto,,,True,
Bronwyn Harch,Ipswich Girls' Grammar School,,http://dbpedia.org/resource/Ipswich_Girls'_Grammar_School,,auto,,,True,
"DCC, Universidad de Chile",DEX (Graph database),,http://dbpedia.org/resource/DEX_(Graph_database),,auto,,,,
European Bioinformatics Institute,European Bioinformatics Institute,,http://dbpedia.org/resource/European_Bioinformatics_Institute,,auto,,,True,
"The European Bioinformatics Institute, Cambridge, UK",Wellcome Trust Sanger Institute,,http://dbpedia.org/resource/Wellcome_Trust_Sanger_Institute,,auto,,,,
"Information Technologies Institute, Centre of Research & Technology - Hellas",Himachal Pradesh University,,http://dbpedia.org/resource/Himachal_Pradesh_University,,auto,,,True,
Auckland,Auckland Rugby Football Union,,http://dbpedia.org/resource/Auckland_Rugby_Football_Union,,auto,,,True,
Council of Scientific and Industrial Research,Council of Scientific and Industrial Research,,http://dbpedia.org/resource/Council_of_Scientific_and_Industrial_Research,,auto,,,True,
Sapienza - Universita di Roma,"Orto Botanico dell'Università di Roma ""La Sapienza""",,http://dbpedia.org/resource/Orto_Botanico_dell'Universit%C3%A0_di_Roma_%22La_Sapienza%22,,auto,,,,
"Carnegie Mellon University, School of Computer Science",Carnegie Mellon University,,http://dbpedia.org/resource/Carnegie_Mellon_University,,auto,,,True,
Institut EURECOM,Institut Eurécom,,http://dbpedia.org/resource/Institut_Eur%C3%A9com,,auto,,,True,
"Helsinki Institute for Information Technology HIIT, Aalto University, Finland",University of Helsinki,,http://dbpedia.org/resource/University_of_Helsinki,,auto,,,True,
IT Professional,Institute of IT Professionals,,http://dbpedia.org/resource/Institute_of_IT_Professionals,,auto,,,True,
Johannes Kepler University Linz,Johannes Kepler University of Linz,,http://dbpedia.org/resource/Johannes_Kepler_University_of_Linz,,auto,,,True,
3M HIS,3M,,http://dbpedia.org/resource/3M,,auto,,,True,
National Technical University of Athens (NTUA),National Technical University of Athens,,http://dbpedia.org/resource/National_Technical_University_of_Athens,,auto,,,True,
EVS Broadcast Equipment,EVS Broadcast Equipment,,http://dbpedia.org/resource/EVS_Broadcast_Equipment,,auto,,,True,
SynerScope B.V.,SynerScope B.V.,,,,auto-fail-outside-wikipedia,,,,
Information Technologies Institute,Information Technology Institute,,http://dbpedia.org/resource/Information_Technology_Institute,,auto,,,True,
Technical University Graz,Graz University of Technology,,http://dbpedia.org/resource/Graz_University_of_Technology,,auto,,,True,
University of Aston,Aston University,,http://dbpedia.org/resource/Aston_University,,auto,,,True,
"Department of Computer Science & Engineering, East China University of Science and Technology",Pakistan,,http://dbpedia.org/resource/Pakistan,,auto,,,,
"School of Computing and Mathematics, University of Western Sydney",University of Leeds,,http://dbpedia.org/resource/University_of_Leeds,,auto,,,True,
Inria,French Institute for Research in Computer Science and Automation,,http://dbpedia.org/resource/French_Institute_for_Research_in_Computer_Science_and_Automation,,auto,,,True,
Nanjing University of Chinese Medicine,Nanjing University of Chinese Medicine,,http://dbpedia.org/resource/Nanjing_University_of_Chinese_Medicine,,auto,,,True,
"MIT, Canon Inc.",Suzuki,,http://dbpedia.org/resource/Suzuki,,auto,,,True,
Universita di Genova,University of Genoa,,http://dbpedia.org/resource/University_of_Genoa,,auto,,,True,
University of Genoa,University of Genoa,,http://dbpedia.org/resource/University_of_Genoa,,auto,,,True,
"University of Koblenz-Landau, Germany",University of Koblenz and Landau,,http://dbpedia.org/resource/University_of_Koblenz_and_Landau,,auto,,,True,
Universit√§t Koblenz-Landau,Universit√§t Koblenz-Landau,,,,auto-fail-outside-wikipedia,,,,
"Faculdade de Ci√™ncias, Universidade de Lisboa","Faculdade de Ci√™ncias, Universidade de Lisboa",,,,auto-fail-outside-wikipedia,,,,
"Institute for Softwaresystems, Hamburg University of Technology","Institute for Softwaresystems, Hamburg University of Technology",,,,auto-fail-outside-wikipedia,,,,
"Insight Center for Data Analytics, National University of Ireland, Galway",Noam Chomsky,,http://dbpedia.org/resource/Noam_Chomsky,,auto,,,,
Noam Chomsky,Noam Chomsky,,http://dbpedia.org/resource/Noam_Chomsky,,auto,,,,
"UBITECH Research, 429 Messogion Avenue, Ag. Paraskevi Square, 153 42 Athens, Greece","UBITECH Research, 429 Messogion Avenue, Ag. Paraskevi Square, 153 42 Athens, Greece",,,,auto-fail-outside-wikipedia,,,,
"Centre for Research and Technology Hellas, Thessaloniki, Greece, Information Systems Lab, University of Macedonia, Thessaloniki, Greece","Centre for Research and Technology Hellas, Thessaloniki, Greece, Information Systems Lab, University of Macedonia, Thessaloniki, Greece",,,,auto-fail-outside-wikipedia,,,,
"Aston Business School, Aston University",Aston University,,http://dbpedia.org/resource/Aston_University,,auto,,,True,
"Aston Business School, Aston University, Birmingham, UK",Aston University,,http://dbpedia.org/resource/Aston_University,,auto,,,True,
"Insight, National University of Ireland, Galway",Employee voice,,http://dbpedia.org/resource/Employee_voice,,auto,,,,
"INSIGHT, NUI Galway",University College Cork,,http://dbpedia.org/resource/University_College_Cork,,auto,,,True,
Digital Enterprise Research Institute (DERI),Digital Enterprise Research Institute,,http://dbpedia.org/resource/Digital_Enterprise_Research_Institute,,auto,,,True,
"Digital Enterprise Research Institute (DERI), Galway",Digital Enterprise Research Institute,,http://dbpedia.org/resource/Digital_Enterprise_Research_Institute,,auto,,,True,
Dalhousie University,Dalhousie University,,http://dbpedia.org/resource/Dalhousie_University,,auto,,,True,
Curtin University,Curtin University,,http://dbpedia.org/resource/Curtin_University,,auto,,,True,
FBK -IRST,Färjestad BK,,http://dbpedia.org/resource/F%C3%A4rjestad_BK,,auto,,,True,
FBK - IRST,Färjestad BK,,http://dbpedia.org/resource/F%C3%A4rjestad_BK,,auto,,,True,
Färjestad BK,Färjestad BK,,http://dbpedia.org/resource/F%C3%A4rjestad_BK,,auto,,,True,
SayService,SayService,,,,auto-fail-outside-wikipedia,,,,
"NICHE Research Group, Dalhousie University",Lithium-ion battery,,http://dbpedia.org/resource/Lithium-ion_battery,,auto,,,,
Lithium-ion battery,Lithium-ion battery,,http://dbpedia.org/resource/Lithium-ion_battery,,auto,,,,
QinetiQ,Qinetiq,,http://dbpedia.org/resource/Qinetiq,,auto,,,True,
Unister GmbH,Unister GmbH,,,,auto-fail-outside-wikipedia,,,,
Universit√† degli Studi Roma Tre,Universit√† degli Studi Roma Tre,,,,auto-fail-outside-wikipedia,,,,
Technische Universit√§t Dresden,Technische Universit√§t Dresden,,,,auto-fail-outside-wikipedia,,,,
Ipswich Girls' Grammar School,Ipswich Girls' Grammar School,,http://dbpedia.org/resource/Ipswich_Girls'_Grammar_School,,auto,,,True,
Huygens ING,Nationaal Archief,,http://dbpedia.org/resource/Nationaal_Archief,,auto,,,True,
Nationaal Archief,Nationaal Archief,,http://dbpedia.org/resource/Nationaal_Archief,,auto,,,True,
Stanford Center for Biomedical Informatics Research,H. V. Jagadish,,http://dbpedia.org/resource/H._V._Jagadish,,auto,,,,
University of Roma Tre,Roma Tre University,,http://dbpedia.org/resource/Roma_Tre_University,,auto,,,True,
Department of Computer Science &amp,University of Minnesota,,http://dbpedia.org/resource/University_of_Minnesota,,auto,,,True,
"Engineering, East China University of Science and Technology",Poland,,,,auto-fail,,,,
IBM Services Center Benelux,Inventive Designers,,http://dbpedia.org/resource/Inventive_Designers,,auto,,,True,
IBM Netherlands,International Business School Groningen,,http://dbpedia.org/resource/International_Business_School_Groningen,,auto,,,True,
Inventive Designers,Inventive Designers,,http://dbpedia.org/resource/Inventive_Designers,,auto,,,True,
Poland,Poland national football team,,http://dbpedia.org/resource/Poland_national_football_team,,auto,,,True,
