Telefonica,Telefónica,,http://dbpedia.org/resource/Telef%C3%B3nica,,auto,,,True,
"Information Technologies Institute, Centre of Research and Technology - Hellas",Himachal Pradesh University,,http://dbpedia.org/resource/Himachal_Pradesh_University,,auto,,,True,
"CITEC, Bielefeld University",Bielefeld University,,http://dbpedia.org/resource/Bielefeld_University,,auto,,,True,
Universite de Rennes 1,University of Rennes 1,,http://dbpedia.org/resource/University_of_Rennes_1,,auto,,,True,
"LRI, Universit√© Paris Sud","LRI, Universit√© Paris Sud",,,,auto-fail-outside-wikipedia,,,,
The Insight Center for Data Analytics,Walmart,,http://dbpedia.org/resource/Walmart,,auto,,,True,
TU Wien,Vienna University of Technology,,http://dbpedia.org/resource/Vienna_University_of_Technology,,auto,,,True,
Vienna University of Economics and Business - WU Wien,Alsergrund,,http://dbpedia.org/resource/Alsergrund,,auto,,,,
"Department of Computer Science, Pontificia Universidad Cato ÃÅlica, Chile","Department of Computer Science, Pontificia Universidad Cato ÃÅlica, Chile",,,,auto-fail-outside-wikipedia,,,,
Alsergrund,Alsergrund,,http://dbpedia.org/resource/Alsergrund,,auto,,,,
Vienna University of Economy and Business (WU),Vienna University of Economics and Business,,http://dbpedia.org/resource/Vienna_University_of_Economics_and_Business,,auto,,,True,
Western Carolina University,Western Carolina University,,http://dbpedia.org/resource/Western_Carolina_University,,auto,,,True,
"Universidad Simon Bolivar, Department of Computer Science",Simón Bolívar University,,http://dbpedia.org/resource/Sim%C3%B3n_Bol%C3%ADvar_University,,auto,,,True,
LINA- Nantes University,List of University of Santo Tomas people,,http://dbpedia.org/resource/List_of_University_of_Santo_Tomas_people,,auto,,,,
Nantes University,University of Nantes,,http://dbpedia.org/resource/University_of_Nantes,,auto,,,True,
University of Nantes - LINA,University of Nantes,,http://dbpedia.org/resource/University_of_Nantes,,auto,,,True,
"Insight Centre for Data Analytics, National University of Ireland Galway",Auckland,,http://dbpedia.org/resource/Auckland,,auto,,,,
"Department of Computer Science, North Carolina State University, Raleigh, NC",North Carolina State University,,http://dbpedia.org/resource/North_Carolina_State_University,,auto,,,True,
Auckland Rugby Football Union,Auckland Rugby Football Union,,http://dbpedia.org/resource/Auckland_Rugby_Football_Union,,auto,,,True,
"Department of Computer Science, The University of Texas at Austin",Matt Kaufmann,,http://dbpedia.org/resource/Matt_Kaufmann,,auto,,,,
PUC Chile,Pontifical Catholic University of Chile,,http://dbpedia.org/resource/Pontifical_Catholic_University_of_Chile,,auto,,,True,
Vienna University of Economics and Business,Vienna University of Economics and Business,,http://dbpedia.org/resource/Vienna_University_of_Economics_and_Business,,auto,,,True,
Universidad Politecnica of Madrid,Technical University of Madrid,,http://dbpedia.org/resource/Technical_University_of_Madrid,,auto,,,True,
"Institute AIFB, Karlsruhe Institute of Technology",Crowdsourcing,,http://dbpedia.org/resource/Crowdsourcing,,auto,,,,
Semantic Technology Institute,Semantic Technology Institute International,,http://dbpedia.org/resource/Semantic_Technology_Institute_International,,auto,,,True,
Fujitsu (Ireland) Limited,Fujitsu,,http://dbpedia.org/resource/Fujitsu,,auto,,,True,
Uppsala University,Uppsala University,,http://dbpedia.org/resource/Uppsala_University,,auto,,,True,
"Institute of Software Technology and Interactive Systems, Vienna University of Technology",Augmented reality,,http://dbpedia.org/resource/Augmented_reality,,auto,,,,
MQUTeR,DirectShow,,http://dbpedia.org/resource/DirectShow,,auto,,,,
Hebridean Connections,Murdo Stewart MacDonald,,http://dbpedia.org/resource/Murdo_Stewart_MacDonald,,auto,,,,
Agile Knowledge Engineering and Semantic Web (AKSW),OntoWiki,,http://dbpedia.org/resource/OntoWiki,,auto,,,,
TU Berlin,Technical University of Berlin,,http://dbpedia.org/resource/Technical_University_of_Berlin,,auto,,,True,
Universidade Federal do Ceará - UFC,University of Cologne,,http://dbpedia.org/resource/University_of_Cologne,,auto,,,True,
WU Vienna,Vienna University of Economics and Business,,http://dbpedia.org/resource/Vienna_University_of_Economics_and_Business,,auto,,,True,
Unimore,University of Modena and Reggio Emilia,,http://dbpedia.org/resource/University_of_Modena_and_Reggio_Emilia,,auto,,,True,
Universita` di Modena e Reggio Emilia,University of Modena and Reggio Emilia,,http://dbpedia.org/resource/University_of_Modena_and_Reggio_Emilia,,auto,,,True,
SAYservice s.r.l.,SAYservice s.r.l.,,,,auto-fail-outside-wikipedia,,,,
"ECE, National Technical University of Athens & IMIS, Research Center ATHENA","ECE, National Technical University of Athens & IMIS, Research Center ATHENA",,,,auto-fail-outside-wikipedia,,,,
Université de Bordeaux,University of Bordeaux,,http://dbpedia.org/resource/University_of_Bordeaux,,auto,,,True,
"Språkbanken, University of Gothenburg",August Strindberg,,http://dbpedia.org/resource/August_Strindberg,,auto,,,,
Royal College of Music,Royal College of Music,,http://dbpedia.org/resource/Royal_College_of_Music,,auto,,,True,
"Communications, Open University",Distance education,,http://dbpedia.org/resource/Distance_education,,auto,,,,
"nsight, Centre for Data Analytics at National University of Ireland","nsight, Centre for Data Analytics at National University of Ireland",,,,auto-fail-outside-wikipedia,,,,
Technische Universität Berlin,Technical University of Berlin,,http://dbpedia.org/resource/Technical_University_of_Berlin,,auto,,,True,
Eksin,Evolutionary computation,,http://dbpedia.org/resource/Evolutionary_computation,,auto,,,,
"Insight Centre for Data Analytics, National University of Ireland, Galway",Auckland,,http://dbpedia.org/resource/Auckland,,auto,,,,
UFRJ,Federal University of Rio de Janeiro,,http://dbpedia.org/resource/Federal_University_of_Rio_de_Janeiro,,auto,,,True,
ISTI CNR,Istituto di Scienza e Tecnologie dell'Informazione,,http://dbpedia.org/resource/Istituto_di_Scienza_e_Tecnologie_dell'Informazione,,auto,,,True,
L3S,L3/35,,http://dbpedia.org/resource/L3/35,,auto,,,,
TWC RPI,2012–13 Syracuse Orange men's basketball team,,http://dbpedia.org/resource/2012%E2%80%9313_Syracuse_Orange_men's_basketball_team,,auto,,,,
"college of Computer science, zhejiang university",University of Florida,,http://dbpedia.org/resource/University_of_Florida,,auto,,,True,
Miami University,Miami University,,http://dbpedia.org/resource/Miami_University,,auto,,,True,
University of Florida,University of Florida,,http://dbpedia.org/resource/University_of_Florida,,auto,,,True,
Professor,Professor,,http://dbpedia.org/resource/Professor,,auto,,,,
NuSMV,NuSMV,,http://dbpedia.org/resource/NuSMV,,auto,,,,
IIT-CNR,EURid,,http://dbpedia.org/resource/EURid,,auto,,,True,
IO Informatics,Fachinformationszentrum Karlsruhe,,http://dbpedia.org/resource/Fachinformationszentrum_Karlsruhe,,auto,,,True,
"Digital Enterprise Research Institute, NUI Galway","National University of Ireland, Galway",,"http://dbpedia.org/resource/National_University_of_Ireland,_Galway",,auto,,,True,
INSIGHT,Insight,,http://dbpedia.org/resource/Insight,,auto,,,,
EURid,EURid,,http://dbpedia.org/resource/EURid,,auto,,,True,
Université Nice Sophia Anipolis,Université Nice Sophia Anipolis,,,,auto-fail-outside-wikipedia,,,,
Mozaika,Shukhuti mosaic,,http://dbpedia.org/resource/Shukhuti_mosaic,,auto,,,,
University of Gothenburg,University of Gothenburg,,http://dbpedia.org/resource/University_of_Gothenburg,,auto,,,True,
Ghent University - iMinds - MMLab,Ghent University,,http://dbpedia.org/resource/Ghent_University,,auto,,,True,
"DFKI GmbH, Language Technology Lab",European Institute of Innovation and Technology,,http://dbpedia.org/resource/European_Institute_of_Innovation_and_Technology,,auto,,,,
Augmented reality,Augmented reality,,http://dbpedia.org/resource/Augmented_reality,,auto,,,,
Politehnica University Timisoara,Polytechnic University of Timișoara,,http://dbpedia.org/resource/Polytechnic_University_of_Timi%C8%99oara,,auto,,,True,
Nankai University,Nankai University,,http://dbpedia.org/resource/Nankai_University,,auto,,,True,
Technical University of Berlin,Technical University of Berlin,,http://dbpedia.org/resource/Technical_University_of_Berlin,,auto,,,True,
Semiodesk GbR,Semiodesk GbR,,,,auto-fail-outside-wikipedia,,,,
Chalmers University of Technology,Chalmers University of Technology,,http://dbpedia.org/resource/Chalmers_University_of_Technology,,auto,,,True,
Tetherless World Constellation (RPI),Virtual observatory,,http://dbpedia.org/resource/Virtual_observatory,,auto,,,,
Università degli Studi di Bari,University of Bari,,http://dbpedia.org/resource/University_of_Bari,,auto,,,True,
"Center for Open Middleware, Ontology Engineering Group",D-Grid,,http://dbpedia.org/resource/D-Grid,,auto,,,,
"Faculty of Sciences, Lisbon University",Faculdade de Ciências e Tecnologia da Universidade Nova de Lisboa,,http://dbpedia.org/resource/Faculdade_de_Ci%C3%AAncias_e_Tecnologia_da_Universidade_Nova_de_Lisboa,,auto,,,True,
UNS,UNS,,http://dbpedia.org/resource/UNS,,auto,,,,
"Centre for Digital Music, Queen Mary University of London",King's College London,,http://dbpedia.org/resource/King's_College_London,,auto,,,True,
"University of Innsbruck, Austria",University of Innsbruck,,http://dbpedia.org/resource/University_of_Innsbruck,,auto,,,True,
KMi,KMIS,,http://dbpedia.org/resource/KMIS,,auto,,,True,
Computer Science Department. University of Valladolid,University of Valladolid,,http://dbpedia.org/resource/University_of_Valladolid,,auto,,,True,
Université de Rennes 1,University of Rennes 1,,http://dbpedia.org/resource/University_of_Rennes_1,,auto,,,True,
Ferdowsi University of Mashhad,Ferdowsi University of Mashhad,,http://dbpedia.org/resource/Ferdowsi_University_of_Mashhad,,auto,,,True,
University of Calabria,University of Calabria,,http://dbpedia.org/resource/University_of_Calabria,,auto,,,True,
KIT Karlsruhe,Karlsruhe Institute of Technology,,http://dbpedia.org/resource/Karlsruhe_Institute_of_Technology,,auto,,,True,
"Music Technology Group, Universitat Pompeu Fabra",Freesound,,http://dbpedia.org/resource/Freesound,,auto,,,,
German Research Center for Artificial Intelligence DFKI GmbH,German Research Centre for Artificial Intelligence,,http://dbpedia.org/resource/German_Research_Centre_for_Artificial_Intelligence,,auto,,,True,
August Strindberg,August Strindberg,,http://dbpedia.org/resource/August_Strindberg,,auto,,,,
National Research Council of Italy,Consiglio Nazionale delle Ricerche,,http://dbpedia.org/resource/Consiglio_Nazionale_delle_Ricerche,,auto,,,,
French Institute for Research in Computer Science and Automation,French Institute for Research in Computer Science and Automation,,http://dbpedia.org/resource/French_Institute_for_Research_in_Computer_Science_and_Automation,,auto,,,True,
"STI Innsbruck, University of Innsbruck",Semantic Technology Institute International,,http://dbpedia.org/resource/Semantic_Technology_Institute_International,,auto,,,True,
D-Grid,D-Grid,,http://dbpedia.org/resource/D-Grid,,auto,,,,
FBK-irst,NuSMV,,http://dbpedia.org/resource/NuSMV,,auto,,,,
Leibniz Institute for Psychology Information,Leibniz Institute for Psychology Information,,http://dbpedia.org/resource/Leibniz_Institute_for_Psychology_Information,,auto,,,,
fluidOps,Fluid Operations,,http://dbpedia.org/resource/Fluid_Operations,,auto,,,True,
Crowdsourcing,Crowdsourcing,,http://dbpedia.org/resource/Crowdsourcing,,auto,,,,
Fraunhofer FOKUS,BerliOS,,http://dbpedia.org/resource/BerliOS,,auto,,,,
Universidad de Valladolid,University of Valladolid,,http://dbpedia.org/resource/University_of_Valladolid,,auto,,,True,
ECUST,East China University of Science and Technology,,http://dbpedia.org/resource/East_China_University_of_Science_and_Technology,,auto,,,True,
"Departamento de Ingeniería de Sistemas Telemáticos, Universidad Politécnica de Madrid","Departamento de Ingeniería de Sistemas Telemáticos, Universidad Politécnica de Madrid",,,,auto-fail-outside-wikipedia,,,,
University of Montpellier - LIRMM,University of Montpellier,,http://dbpedia.org/resource/University_of_Montpellier,,auto,,,True,
University of Macedonia,University of Macedonia,,http://dbpedia.org/resource/University_of_Macedonia,,auto,,,True,
Department of Media Technology Aalto University School of Science,Helsinki University of Technology,,http://dbpedia.org/resource/Helsinki_University_of_Technology,,auto,,,True,
CERTH,Cirth,,http://dbpedia.org/resource/Cirth,,auto,,,,
"Cognitive Systems Group, University of Bremen",Dynamical system,,http://dbpedia.org/resource/Dynamical_system,,auto,,,,
L3S Research Center & Leibniz Universität Hannover,L3S Research Center & Leibniz Universität Hannover,,,,auto-fail-outside-wikipedia,,,,
Institute of Applied Informatics and Formal Description Methods (AIFB) / Karlsruhe Institute of Technology (KIT),Evolutionary robotics,,http://dbpedia.org/resource/Evolutionary_robotics,,auto,,,,
"I.S.I.R., Osaka University",Hozo,,http://dbpedia.org/resource/Hozo,,auto,,,,
Centrum Wiskunde &amp,Centrum Wiskunde &amp,,,,auto-fail-outside-wikipedia,,,,
Informatica,Informatica,,http://dbpedia.org/resource/Informatica,,auto,,,True,
Evolutionary robotics,Evolutionary robotics,,http://dbpedia.org/resource/Evolutionary_robotics,,auto,,,,
Universität Koblenz-Landau,University of Koblenz and Landau,,http://dbpedia.org/resource/University_of_Koblenz_and_Landau,,auto,,,True,
"Department of Computing Science, University of Aberdeen",University of Aberdeen,,http://dbpedia.org/resource/University_of_Aberdeen,,auto,,,True,
"Università degli Studi di Bari Aldo Moro""""",University of Bari,,http://dbpedia.org/resource/University_of_Bari,,auto,,,True,
Helsinki University of Technology,Helsinki University of Technology,,http://dbpedia.org/resource/Helsinki_University_of_Technology,,auto,,,True,
Univerity of Montpellier 2,1998–99 La Liga,,http://dbpedia.org/resource/1998%E2%80%9399_La_Liga,,auto,,,,
"Theoretical Computer Science, TU Dresden, Germany",Dresden University of Technology,,http://dbpedia.org/resource/Dresden_University_of_Technology,,auto,,,True,
Elsevier BV,Elsevier,,http://dbpedia.org/resource/Elsevier,,auto,,,True,
Ghent University - IBBT - ELIS - Multimedia Lab,Pubmeth,,http://dbpedia.org/resource/Pubmeth,,auto,,,,
Alcatel-Lucent Bell Labs/INRIA,European Institute of Innovation and Technology,,http://dbpedia.org/resource/European_Institute_of_Innovation_and_Technology,,auto,,,,
"DataWeb Research, Department of Computer Science, University of Valladolid","DataWeb Research, Department of Computer Science, University of Valladolid",,,,auto-fail-outside-wikipedia,,,,
GESIS,GESIS – Leibniz Institute for the Social Sciences,,http://dbpedia.org/resource/GESIS_%E2%80%93_Leibniz_Institute_for_the_Social_Sciences,,auto,,,,
"Cognitive Interaction Technology, Center of Excellence",Bielefeld University,,http://dbpedia.org/resource/Bielefeld_University,,auto,,,True,
BerliOS,BerliOS,,http://dbpedia.org/resource/BerliOS,,auto,,,,
"Faculty of Mathematics and Physics, Charles University in Prague",Charles University in Prague,,http://dbpedia.org/resource/Charles_University_in_Prague,,auto,,,True,
University of Cologne,University of Cologne,,http://dbpedia.org/resource/University_of_Cologne,,auto,,,True,
Know Center,Semantic Technology Institute International,,http://dbpedia.org/resource/Semantic_Technology_Institute_International,,auto,,,True,
KAIST Semantic Web Research Center,Song (KAIST) – Iyengar (LSU) MobiCon Middleware Computing Platform,,http://dbpedia.org/resource/Song_(KAIST)_%E2%80%93_Iyengar_(LSU)_MobiCon_Middleware_Computing_Platform,,auto,,,,
OntoWiki,OntoWiki,,http://dbpedia.org/resource/OntoWiki,,auto,,,,
Swiss Federal Research Institute WSL,ETH Domain,,http://dbpedia.org/resource/ETH_Domain,,auto,,,,
Freesound,Freesound,,http://dbpedia.org/resource/Freesound,,auto,,,,
Università Ca' Foscari Venezia,Ca' Foscari University of Venice,,http://dbpedia.org/resource/Ca'_Foscari_University_of_Venice,,auto,,,True,
Imagination For People,Vedran Smailović,,http://dbpedia.org/resource/Vedran_Smailovi%C4%87,,auto,,,,
"UMR 6074 IRISA, Université de Rennes 1","UMR 6074 IRISA, Université de Rennes 1",,,,auto-fail-outside-wikipedia,,,,
INESC-ID,INESC-ID,,http://dbpedia.org/resource/INESC-ID,,auto,,,,
"University of Lisbon, Faculty of Sciences",Faculdade de Ciências e Tecnologia da Universidade Nova de Lisboa,,http://dbpedia.org/resource/Faculdade_de_Ci%C3%AAncias_e_Tecnologia_da_Universidade_Nova_de_Lisboa,,auto,,,True,
fuild Operations AG,fuild Operations AG,,,,auto-fail-outside-wikipedia,,,,
Universitá di Modena e Reggio Emilia,University of Modena and Reggio Emilia,,http://dbpedia.org/resource/University_of_Modena_and_Reggio_Emilia,,auto,,,True,
Poznań University of Technology,Poznań University of Technology,,http://dbpedia.org/resource/Pozna%C5%84_University_of_Technology,,auto,,,True,
Leipzig University of Applied Sciences (HTWK),Leipzig,,http://dbpedia.org/resource/Leipzig,,auto,,,,
"IFI, University of Zurich",University of Zurich,,http://dbpedia.org/resource/University_of_Zurich,,auto,,,True,
"Cirad, TETIS","Cirad, TETIS",,,,auto-fail-outside-wikipedia,,,,
"CIRSFID, University of Bologna",European University Institute,,http://dbpedia.org/resource/European_University_Institute,,auto,,,True,
East China University of Science and Technology,East China University of Science and Technology,,http://dbpedia.org/resource/East_China_University_of_Science_and_Technology,,auto,,,True,
Technische Universitat Dresden,Dresden University of Technology,,http://dbpedia.org/resource/Dresden_University_of_Technology,,auto,,,True,
Faculdade de Ciências da Universidade de Lisboa,University of Lisbon,,http://dbpedia.org/resource/University_of_Lisbon,,auto,,,True,
Airbus Group,Airbus Group,,http://dbpedia.org/resource/Airbus_Group,,auto,,,True,
Leipzig University Library,Leipzig University,,http://dbpedia.org/resource/Leipzig_University,,auto,,,True,
Universitat Pompeu Fabra,Pompeu Fabra University,,http://dbpedia.org/resource/Pompeu_Fabra_University,,auto,,,True,
Massachusett institute of Technology,Biodegradation,,http://dbpedia.org/resource/Biodegradation,,auto,,,,
"DIBRIS, University of Genova",University of Genoa,,http://dbpedia.org/resource/University_of_Genoa,,auto,,,True,
INISGHT,Model Railroader,,http://dbpedia.org/resource/Model_Railroader,,auto,,,,
"University of Innsbruck, STI Innsbruck",Semantic Technology Institute International,,http://dbpedia.org/resource/Semantic_Technology_Institute_International,,auto,,,True,
University of Macedonia (UOM) and CERTH,University of Macedonia (UOM) and CERTH,,,,auto-fail-outside-wikipedia,,,,
Univrsity of Udine,Univrsity of Udine,,,,auto-fail-outside-wikipedia,,,,
Cemagref - UMR Tetis,Cemagref - UMR Tetis,,,,auto-fail-outside-wikipedia,,,,
Univ. Nice Sophia Antipolis,Institut d'Administration des Entreprises,,http://dbpedia.org/resource/Institut_d'Administration_des_Entreprises,,auto,,,True,
Durham University,Durham University,,http://dbpedia.org/resource/Durham_University,,auto,,,True,
KMIS,KMIS,,http://dbpedia.org/resource/KMIS,,auto,,,True,
Fondazione Bruno Kessler - FBK,Bruno Kessler,,http://dbpedia.org/resource/Bruno_Kessler,,auto,,,,
Seekda,Seekda,,http://dbpedia.org/resource/Seekda,,auto,,,True,
Semantic Technology Institute International,Semantic Technology Institute International,,http://dbpedia.org/resource/Semantic_Technology_Institute_International,,auto,,,True,
European Union - Joint Research Center (EU - JRC),Council of Europe,,http://dbpedia.org/resource/Council_of_Europe,,auto,,,,
"World Wide Web Consortium, Canon Inc.",NeXT,,http://dbpedia.org/resource/NeXT,,auto,,,True,
Polytechnic University of Timișoara,Polytechnic University of Timișoara,,http://dbpedia.org/resource/Polytechnic_University_of_Timi%C8%99oara,,auto,,,True,
Universidade Federal do Ceara,Federal University of Ceará,,http://dbpedia.org/resource/Federal_University_of_Cear%C3%A1,,auto,,,True,
Poland national football team,Poland national football team,,http://dbpedia.org/resource/Poland_national_football_team,,auto,,,True,
NUI Maynooth,"St Patrick's College, Maynooth",,"http://dbpedia.org/resource/St_Patrick's_College,_Maynooth",,auto,,,True,
"dot.rural, Digital Economy Hub, University of Aberdeen, UK",Aberdeen,,http://dbpedia.org/resource/Aberdeen,,auto,,,,
"Tetherless World Constellation, Rensselaer Polytechnic Institute",James Hendler,,http://dbpedia.org/resource/James_Hendler,,auto,,,,
Renmin University of China,Renmin University of China,,http://dbpedia.org/resource/Renmin_University_of_China,,auto,,,True,
Cirth,Cirth,,http://dbpedia.org/resource/Cirth,,auto,,,,
"college of computer science, zhejiang university",University of Florida,,http://dbpedia.org/resource/University_of_Florida,,auto,,,True,
